"","Date","AgeGroup","Cases","Deaths"
"647",2021-11-27,"0-20",1237068.6,46.8
"648",2021-11-28,"0-20",1244731.2,46.8
"649",2021-11-29,"0-20",1258912.9,46.7
"650",2021-11-30,"0-20",1282994.2,47.7
"651",2021-12-01,"0-20",1307294.6,47.8
"652",2021-12-02,"0-20",1329963.1,47.8
"653",2021-12-03,"0-20",1350046.6,47.8
"654",2021-12-04,"0-20",1363463.6,49.3
"655",2021-12-05,"0-20",1370607.7,50.8
"656",2021-12-06,"0-20",1384632.8,51.8
"657",2021-12-07,"0-20",1407655.2,51.9
"658",2021-12-08,"0-20",1430318.3,51.9
"659",2021-12-09,"0-20",1450502.7,51.9
"660",2021-12-10,"0-20",1467967.6,52
"661",2021-12-11,"0-20",1479648.9,52
"662",2021-12-12,"0-20",1484711.8,52
"663",2021-12-13,"0-20",1495453.6,52
"664",2021-12-14,"0-20",1516307.7,52.2
"665",2021-12-15,"0-20",1534752.1,52.2
"666",2021-12-16,"0-20",1551719.6,52.2
"667",2021-12-17,"0-20",1565870.1,52.2
"668",2021-12-18,"0-20",1575791.3,52.3
"669",2021-12-19,"0-20",1579753.2,52.3
"670",2021-12-20,"0-20",1588930.1,52.4
"671",2021-12-21,"0-20",1605346.6,52.4
"672",2021-12-22,"0-20",1619462.8,52.4
"673",2021-12-23,"0-20",1631418.5,52.5
"674",2021-12-24,"0-20",1638218.8,52.5
"675",2021-12-25,"0-20",1641231.6,52.5
"676",2021-12-26,"0-20",1644171.9,52.5
"677",2021-12-27,"0-20",1650717.2,52.6
"678",2021-12-28,"0-20",1661884,54.1
"679",2021-12-29,"0-20",1672393.3,55
"680",2021-12-30,"0-20",1682424.5,55
"681",2021-12-31,"0-20",1689439.9,55
"682",2022-01-01,"0-20",1692877.3,55
"683",2022-01-02,"0-20",1696258,55
"684",2022-01-03,"0-20",1704477.7,55
"685",2022-01-04,"0-20",1719238.3,55
"686",2022-01-05,"0-20",1733947.2,56
"687",2022-01-06,"0-20",1747250.9,55.9
"688",2022-01-07,"0-20",1761006.2,56
"689",2022-01-08,"0-20",1770395.8,56.2
"690",2022-01-09,"0-20",1776393.2,56.2
"691",2022-01-10,"0-20",1791367.6,56.2
"692",2022-01-11,"0-20",1818960.2,56.2
"693",2022-01-12,"0-20",1847995.9,56.2
"694",2022-01-13,"0-20",1875400.5,56.2
"695",2022-01-14,"0-20",1902111.7,56.2
"696",2022-01-15,"0-20",1921176.7,56.1
"697",2022-01-16,"0-20",1932820,56.1
"698",2022-01-17,"0-20",1961961.9,56.3
"699",2022-01-18,"0-20",2010983.6,56.3
"700",2022-01-19,"0-20",2066226.5,56.3
"701",2022-01-20,"0-20",2122865.8,56.3
"702",2022-01-21,"0-20",2178694.1,58.7
"703",2022-01-22,"0-20",2215369.3,58.7
"704",2022-01-23,"0-20",2238743,58.7
"705",2022-01-24,"0-20",2292848.2,60.2
"706",2022-01-25,"0-20",2371418.7,60.2
"707",2022-01-26,"0-20",2449403.1,61.7
"708",2022-01-27,"0-20",2528173.5,61.7
"709",2022-01-28,"0-20",2600073.6,61.7
"710",2022-01-29,"0-20",2647748.9,61.7
"711",2022-01-30,"0-20",2675613.5,61.7
"712",2022-01-31,"0-20",2735498.6,62.7
"713",2022-02-01,"0-20",2822478.3,62.7
"714",2022-02-02,"0-20",2912420.3,65.7
"715",2022-02-03,"0-20",3000355.8,65.7
"716",2022-02-04,"0-20",3075319.9,66.6
"717",2022-02-05,"0-20",3122889,68.4
"718",2022-02-06,"0-20",3151501.4,68.4
"719",2022-02-07,"0-20",3213334.8,68.3
"720",2022-02-08,"0-20",3302118.1,69.9
"721",2022-02-09,"0-20",3388132.2,70
"722",2022-02-10,"0-20",3466527.3,70
"723",2022-02-11,"0-20",3534069.4,70
"724",2022-02-12,"0-20",3574557.7,70
"725",2022-02-13,"0-20",3598330.5,70
"726",2022-02-14,"0-20",3649489.1,70.9
"727",2022-02-15,"0-20",3724118.6,71.9
"728",2022-02-16,"0-20",3798543.6,71.9
"729",2022-02-17,"0-20",3865308.8,71.9
"730",2022-02-18,"0-20",3917263,73.4
"731",2022-02-19,"0-20",3952506.4,73.4
"732",2022-02-20,"0-20",3971416.4,73.4
"733",2022-02-21,"0-20",4012795.7,73.3
"734",2022-02-22,"0-20",4079286.1,73.4
"735",2022-02-23,"0-20",4140769.9,75
"736",2022-02-24,"0-20",4195361.1,75
"737",2022-02-25,"0-20",4243695.7,75
"738",2022-02-26,"0-20",4274067.6,76.5
"739",2022-02-27,"0-20",4289647,76.5
"740",2022-02-28,"0-20",4324759.9,76.5
"741",2022-03-01,"0-20",4376796.7,76.6
"742",2022-03-02,"0-20",4431242.6,76.5
"743",2022-03-03,"0-20",4487077.2,76.5
"744",2022-03-04,"0-20",4535378.5,76.5
"745",2022-03-05,"0-20",4566969.4,76.6
"746",2022-03-06,"0-20",4586840,76.6
"747",2022-03-07,"0-20",4630802.2,76.7
"748",2022-03-08,"0-20",4699044.8,76.8
"749",2022-03-09,"0-20",4767929,78.3
"750",2022-03-10,"0-20",4833133.7,78.3
"751",2022-03-11,"0-20",4891816.8,78.4
"752",2022-03-12,"0-20",4930538,78.4
"753",2022-03-13,"0-20",4952844.3,78.4
"754",2022-03-14,"0-20",5005290.5,78.3
"755",2022-03-15,"0-20",5079456.2,78.4
"756",2022-03-16,"0-20",5158332.8,78.4
"757",2022-03-17,"0-20",5232217.9,78.5
"758",2022-03-18,"0-20",5293575.1,79.4
"759",2022-03-19,"0-20",5328432.3,79.4
"760",2022-03-20,"0-20",5350376.2,79.4
"761",2022-03-21,"0-20",5409651.6,80.9
"762",2022-03-22,"0-20",5488724.6,82.5
"763",2022-03-23,"0-20",5567486,82.5
"764",2022-03-24,"0-20",5639493.4,82.5
"765",2022-03-25,"0-20",5699198.4,82.6
"766",2022-03-26,"0-20",5731947.1,83.4
"767",2022-03-27,"0-20",5748500.9,83.4
"768",2022-03-28,"0-20",5798663.9,84.3
"769",2022-03-29,"0-20",5866522.9,84.3
"770",2022-03-30,"0-20",5928156.7,84.3
"771",2022-03-31,"0-20",5982635.1,84.4
"772",2022-04-01,"0-20",6023582.5,84.3
"773",2022-04-02,"0-20",6044473.8,84.3
"774",2022-04-03,"0-20",6054989.1,84.3
"775",2022-04-04,"0-20",6091066.3,84.5
"776",2022-04-05,"0-20",6141487.2,85.3
"777",2022-04-06,"0-20",6184902.8,85.3
"778",2022-04-07,"0-20",6222688.2,85.4
"779",2022-04-08,"0-20",6253616.2,85.4
"780",2022-04-09,"0-20",6270045.5,85.4
"781",2022-04-10,"0-20",6279178.9,85.4
"782",2022-04-11,"0-20",6309479.1,85.4
"783",2022-04-12,"0-20",6346560.6,85.4
"784",2022-04-13,"0-20",6378014.9,85.5
"785",2022-04-14,"0-20",6406610.2,85.5
"786",2022-04-15,"0-20",6417907.4,85.5
"787",2022-04-16,"0-20",6427408.9,85.5
"788",2022-04-17,"0-20",6433741.8,85.5
"789",2022-04-18,"0-20",6440526.2,85.5
"790",2022-04-19,"0-20",6469162.8,85.5
"791",2022-04-20,"0-20",6498651.5,85.5
"792",2022-04-21,"0-20",6524567.9,85.5
"793",2022-04-22,"0-20",6544851.7,85.6
"794",2022-04-23,"0-20",6554181.1,85.6
"795",2022-04-24,"0-20",6559184.7,85.6
"796",2022-04-25,"0-20",6581141.8,87.1
"797",2022-04-26,"0-20",6609358.2,87.1
"798",2022-04-27,"0-20",6632348.8,88
"799",2022-04-28,"0-20",6650390.5,88
"800",2022-04-29,"0-20",6665805.5,88
"801",2022-04-30,"0-20",6672725.8,88
"802",2022-05-01,"0-20",6676120.3,88
"803",2022-05-02,"0-20",6694278.9,88
"804",2022-05-03,"0-20",6716519.3,88
"805",2022-05-04,"0-20",6734877.8,88
"806",2022-05-05,"0-20",6750494.3,88
"807",2022-05-06,"0-20",6763778.2,88
"808",2022-05-07,"0-20",6769221.5,88.9
"809",2022-05-08,"0-20",6772114.3,88.9
"810",2022-05-09,"0-20",6790334.2,88.9
"811",2022-05-10,"0-20",6810705.1,88.9
"812",2022-05-11,"0-20",6827062.3,88.9
"813",2022-05-12,"0-20",6840149.2,88.9
"814",2022-05-13,"0-20",6851293.3,88.9
"815",2022-05-14,"0-20",6855292.5,88.9
"816",2022-05-15,"0-20",6857290.8,88.9
"817",2022-05-16,"0-20",6870878.8,88.9
"818",2022-05-17,"0-20",6884592,88.9
"819",2022-05-18,"0-20",6895249.5,88.9
"820",2022-05-19,"0-20",6903617,88.9
"821",2022-05-20,"0-20",6910795.2,88.9
"822",2022-05-21,"0-20",6913341.3,88.9
"823",2022-05-22,"0-20",6914703.1,89
"824",2022-05-23,"0-20",6923509.1,89.1
"825",2022-05-24,"0-20",6931992.9,90
"826",2022-05-25,"0-20",6938150.8,90
"827",2022-05-26,"0-20",6939561.7,90.1
"828",2022-05-27,"0-20",6944930.4,90.1
"829",2022-05-28,"0-20",6946577.6,90.1
"830",2022-05-29,"0-20",6947654.4,90.1
"831",2022-05-30,"0-20",6955016.5,90.1
"832",2022-05-31,"0-20",6962864.5,90.1
"833",2022-06-01,"0-20",6969256.9,90.1
"834",2022-06-02,"0-20",6975014,90.1
"835",2022-06-03,"0-20",6980394.9,90.1
"836",2022-06-04,"0-20",6982293.3,90.1
"837",2022-06-05,"0-20",6983359.3,90.1
"838",2022-06-06,"0-20",6984857.6,90.1
"839",2022-06-07,"0-20",6995386.6,90.1
"840",2022-06-08,"0-20",7006796.1,90.1
"841",2022-06-09,"0-20",7016581.5,90.1
"842",2022-06-10,"0-20",7025391.4,90.1
"843",2022-06-11,"0-20",7028108.8,90.1
"844",2022-06-12,"0-20",7029962,90.1
"845",2022-06-13,"0-20",7042315.8,90.1
"846",2022-06-14,"0-20",7055672.6,90.1
"847",2022-06-15,"0-20",7067244.7,90.2
"848",2022-06-16,"0-20",7072560.8,90.2
"849",2022-06-17,"0-20",7083343.5,90.2
"850",2022-06-18,"0-20",7086734.4,90.2
"851",2022-06-19,"0-20",7088803.9,90.2
"852",2022-06-20,"0-20",7104795.4,90.1
"853",2022-06-21,"0-20",7123895.7,90.1
"854",2022-06-22,"0-20",7140918.4,90.1
"855",2022-06-23,"0-20",7155484.4,91
"856",2022-06-24,"0-20",7168157.5,91
"857",2022-06-25,"0-20",7172359,91
"858",2022-06-26,"0-20",7174797.2,91
"859",2022-06-27,"0-20",7193639.8,91
"860",2022-06-28,"0-20",7215043.8,91
"861",2022-06-29,"0-20",7233926.8,91
"862",2022-06-30,"0-20",7249733.1,91
"863",2022-07-01,"0-20",7263083.1,91
"864",2022-07-02,"0-20",7266559.1,91
"865",2022-07-03,"0-20",7268579.7,91
"866",2022-07-04,"0-20",7287620.2,91
"867",2022-07-05,"0-20",7308643.2,91
"868",2022-07-06,"0-20",7327769.9,91
"869",2022-07-07,"0-20",7343832.5,91
"870",2022-07-08,"0-20",7357619.2,91
"871",2022-07-09,"0-20",7360935.3,91
"872",2022-07-10,"0-20",7363221.6,91
"873",2022-07-11,"0-20",7383686.7,91
"874",2022-07-12,"0-20",7405250.3,91.9
"875",2022-07-13,"0-20",7424976.4,91.9
"876",2022-07-14,"0-20",7441285.2,91.9
"877",2022-07-15,"0-20",7456262.4,91.9
"878",2022-07-16,"0-20",7459994.1,91.9
"879",2022-07-17,"0-20",7461953.7,91.9
"880",2022-07-18,"0-20",7481716,91.9
"881",2022-07-19,"0-20",7501333.1,93.4
"882",2022-07-20,"0-20",7517337.7,94.9
"883",2022-07-21,"0-20",7530269.2,95
"884",2022-07-22,"0-20",7541139.5,95
"885",2022-07-23,"0-20",7543973.5,95
"886",2022-07-24,"0-20",7545498.2,95
"887",2022-07-25,"0-20",7560363.5,95.1
"888",2022-07-26,"0-20",7573640.3,95.1
"889",2022-07-27,"0-20",7584452.1,95.1
"890",2022-07-28,"0-20",7592445.9,95.1
"891",2022-07-29,"0-20",7599234.8,95.1
"892",2022-07-30,"0-20",7601091.1,95.1
"893",2022-07-31,"0-20",7602052,95.1
"894",2022-08-01,"0-20",7611395.8,95.1
"895",2022-08-02,"0-20",7619568.1,95.2
"896",2022-08-03,"0-20",7626541.6,95.2
"897",2022-08-04,"0-20",7632276.9,95.2
"898",2022-08-05,"0-20",7637263.5,95.2
"899",2022-08-06,"0-20",7638790.3,95.2
"900",2022-08-07,"0-20",7639652.2,95.2
"901",2022-08-08,"0-20",7646642.3,95.2
"902",2022-08-09,"0-20",7653315.8,95.2
"903",2022-08-10,"0-20",7657682.4,95.2
"904",2020-02-20,"20-60",20,0
"905",2020-02-21,"20-60",20,0
"906",2020-02-22,"20-60",20,0
"907",2020-02-23,"20-60",20,0
"908",2020-02-24,"20-60",21.1,0
"909",2020-02-25,"20-60",23.8,0
"910",2020-02-26,"20-60",31.5,0
"911",2020-02-27,"20-60",49.2,0
"912",2020-02-28,"20-60",83.6,0
"913",2020-02-29,"20-60",103.9,0
"914",2020-03-01,"20-60",133.6,0
"915",2020-03-02,"20-60",165.2,0
"916",2020-03-03,"20-60",223.4,0
"917",2020-03-04,"20-60",354.1,0
"918",2020-03-05,"20-60",506.3,0
"919",2020-03-06,"20-60",642.6,0
"920",2020-03-07,"20-60",745.4,0
"921",2020-03-08,"20-60",830.4,1
"922",2020-03-09,"20-60",1101.6,1
"923",2020-03-10,"20-60",1540,1
"924",2020-03-11,"20-60",2089.5,2
"925",2020-03-12,"20-60",2891,5
"926",2020-03-13,"20-60",4032.1,7
"927",2020-03-14,"20-60",5076.7,8
"928",2020-03-15,"20-60",5851.7,10
"929",2020-03-16,"20-60",7425.4,12.1
"930",2020-03-17,"20-60",9768.8,14
"931",2020-03-18,"20-60",12568.7,19
"932",2020-03-19,"20-60",15692.7,25.7
"933",2020-03-20,"20-60",18698.8,32.9
"934",2020-03-21,"20-60",21115.5,37.8
"935",2020-03-22,"20-60",22746.6,45.8
"936",2020-03-23,"20-60",25387.7,56.8
"937",2020-03-24,"20-60",28813.6,63.8
"938",2020-03-25,"20-60",32806.4,88.9
"939",2020-03-26,"20-60",36854.6,109.7
"940",2020-03-27,"20-60",40794.3,124.8
"941",2020-03-28,"20-60",43806.6,137.9
"942",2020-03-29,"20-60",45835.2,144.8
"943",2020-03-30,"20-60",48464.5,162.8
"944",2020-03-31,"20-60",52219.2,179.9
"945",2020-04-01,"20-60",56049,189.7
"946",2020-04-02,"20-60",60072.6,206.7
"947",2020-04-03,"20-60",63767.3,219.7
"948",2020-04-04,"20-60",66388.4,227.6
"949",2020-04-05,"20-60",67920,232.6
"950",2020-04-06,"20-60",70077.8,245.6
"951",2020-04-07,"20-60",73261.1,263.6
"952",2020-04-08,"20-60",76450.6,282.3
"953",2020-04-09,"20-60",79433.1,299.3
"954",2020-04-10,"20-60",81425.6,305.3
"955",2020-04-11,"20-60",83098,310.3
"956",2020-04-12,"20-60",84119.1,312.3
"957",2020-04-13,"20-60",84940.5,318.2
"958",2020-04-14,"20-60",86328.8,327.3
"959",2020-04-15,"20-60",88276.1,335.2
"960",2020-04-16,"20-60",90441.7,342.2
"961",2020-04-17,"20-60",92307.1,351
"962",2020-04-18,"20-60",93558.8,360.1
"963",2020-04-19,"20-60",94333.5,363.1
"964",2020-04-20,"20-60",95316.1,367.9
"965",2020-04-21,"20-60",96574.1,375.7
"966",2020-04-22,"20-60",98101.1,377.8
"967",2020-04-23,"20-60",99286.3,379.7
"968",2020-04-24,"20-60",100437,382.7
"969",2020-04-25,"20-60",101176.1,387.6
"970",2020-04-26,"20-60",101606.8,388.8
"971",2020-04-27,"20-60",102263,392.7
"972",2020-04-28,"20-60",103163.2,395.7
"973",2020-04-29,"20-60",104023.5,397.6
"974",2020-04-30,"20-60",104903.4,400.7
"975",2020-05-01,"20-60",105420.4,402.6
"976",2020-05-02,"20-60",105781.3,405.7
"977",2020-05-03,"20-60",106084.9,405.7
"978",2020-05-04,"20-60",106537.4,407.6
"979",2020-05-05,"20-60",107222.8,409.7
"980",2020-05-06,"20-60",107975.6,410.7
"981",2020-05-07,"20-60",108732.7,411.7
"982",2020-05-08,"20-60",109332.3,411.7
"983",2020-05-09,"20-60",109768.7,415.7
"984",2020-05-10,"20-60",109990.1,415.7
"985",2020-05-11,"20-60",110436,416.7
"986",2020-05-12,"20-60",110958.5,418.7
"987",2020-05-13,"20-60",111540.5,419.7
"988",2020-05-14,"20-60",112045.7,419.6
"989",2020-05-15,"20-60",112487.5,420.7
"990",2020-05-16,"20-60",112769.9,421.7
"991",2020-05-17,"20-60",112980.3,422.7
"992",2020-05-18,"20-60",113339.3,422.7
"993",2020-05-19,"20-60",113814.4,425.8
"994",2020-05-20,"20-60",114339.3,426.7
"995",2020-05-21,"20-60",114595.7,427.7
"996",2020-05-22,"20-60",114930.4,429.7
"997",2020-05-23,"20-60",115126.3,429.7
"998",2020-05-24,"20-60",115271.4,429.7
"999",2020-05-25,"20-60",115522.7,429.7
"1000",2020-05-26,"20-60",115906.6,431.6
"1001",2020-05-27,"20-60",116335.7,432.6
"1002",2020-05-28,"20-60",116664.6,433.7
"1003",2020-05-29,"20-60",116927.1,433.7
"1004",2020-05-30,"20-60",117166.5,433.7
"1005",2020-05-31,"20-60",117269,433.7
"1006",2020-06-01,"20-60",117337.6,433.7
"1007",2020-06-02,"20-60",117521.9,433.7
"1008",2020-06-03,"20-60",117864.7,434.6
"1009",2020-06-04,"20-60",118184.1,435.6
"1010",2020-06-05,"20-60",118460.3,436.6
"1011",2020-06-06,"20-60",118639.5,437.7
"1012",2020-06-07,"20-60",118732.5,437.7
"1013",2020-06-08,"20-60",118917.4,438.7
"1014",2020-06-09,"20-60",119197,438.7
"1015",2020-06-10,"20-60",119526.6,440.7
"1016",2020-06-11,"20-60",119678.2,440.6
"1017",2020-06-12,"20-60",119882.7,441.7
"1018",2020-06-13,"20-60",120051.4,441.7
"1019",2020-06-14,"20-60",120168.9,441.7
"1020",2020-06-15,"20-60",120343.8,442.7
"1021",2020-06-16,"20-60",120683.7,444.6
"1022",2020-06-17,"20-60",121315.3,446.7
"1023",2020-06-18,"20-60",121846.8,447.7
"1024",2020-06-19,"20-60",122547.6,449.7
"1025",2020-06-20,"20-60",122952.6,449.7
"1026",2020-06-21,"20-60",123107,449.7
"1027",2020-06-22,"20-60",123410.2,449.7
"1028",2020-06-23,"20-60",123781.2,449.7
"1029",2020-06-24,"20-60",124144.4,449.8
"1030",2020-06-25,"20-60",124538.8,449.8
"1031",2020-06-26,"20-60",124907.1,451.7
"1032",2020-06-27,"20-60",125139.8,452.7
"1033",2020-06-28,"20-60",125272.2,452.7
"1034",2020-06-29,"20-60",125555.9,453.7
"1035",2020-06-30,"20-60",125858.2,453.7
"1036",2020-07-01,"20-60",126172.5,455.5
"1037",2020-07-02,"20-60",126523.5,455.5
"1038",2020-07-03,"20-60",126819.1,456.6
"1039",2020-07-04,"20-60",127011.4,456.7
"1040",2020-07-05,"20-60",127101.2,456.7
"1041",2020-07-06,"20-60",127301.6,458.5
"1042",2020-07-07,"20-60",127561.1,459.6
"1043",2020-07-08,"20-60",127849.8,459.6
"1044",2020-07-09,"20-60",128149.3,459.6
"1045",2020-07-10,"20-60",128445.1,460.6
"1046",2020-07-11,"20-60",128623.5,460.6
"1047",2020-07-12,"20-60",128707.5,460.6
"1048",2020-07-13,"20-60",128948.9,460.6
"1049",2020-07-14,"20-60",129253.4,461.5
"1050",2020-07-15,"20-60",129609.7,462.5
"1051",2020-07-16,"20-60",129987.9,462.5
"1052",2020-07-17,"20-60",130347.1,462.6
"1053",2020-07-18,"20-60",130648.4,462.6
"1054",2020-07-19,"20-60",130750,462.6
"1055",2020-07-20,"20-60",131075,463.6
"1056",2020-07-21,"20-60",131446.4,463.5
"1057",2020-07-22,"20-60",131930.2,463.5
"1058",2020-07-23,"20-60",132370.2,463.5
"1059",2020-07-24,"20-60",132926.6,464.6
"1060",2020-07-25,"20-60",133318.5,464.6
"1061",2020-07-26,"20-60",133482.5,464.6
"1062",2020-07-27,"20-60",133834.8,465.6
"1063",2020-07-28,"20-60",134335.2,465.6
"1064",2020-07-29,"20-60",134989.5,466.6
"1065",2020-07-30,"20-60",135573.4,466.5
"1066",2020-07-31,"20-60",136208.9,468.6
"1067",2020-08-01,"20-60",136600.5,468.6
"1068",2020-08-02,"20-60",136812.3,468.6
"1069",2020-08-03,"20-60",137373.6,470.6
"1070",2020-08-04,"20-60",138033.6,470.6
"1071",2020-08-05,"20-60",138791,470.6
"1072",2020-08-06,"20-60",139571.4,470.6
"1073",2020-08-07,"20-60",140244.5,471.5
"1074",2020-08-08,"20-60",140705,471.5
"1075",2020-08-09,"20-60",140922.6,471.5
"1076",2020-08-10,"20-60",141683.2,471.5
"1077",2020-08-11,"20-60",142499,471.5
"1078",2020-08-12,"20-60",143488.4,472.6
"1079",2020-08-13,"20-60",144527.3,472.6
"1080",2020-08-14,"20-60",145477.9,472.6
"1081",2020-08-15,"20-60",145954.2,473.6
"1082",2020-08-16,"20-60",146296.4,473.6
"1083",2020-08-17,"20-60",147398.2,475.6
"1084",2020-08-18,"20-60",148499.5,476.6
"1085",2020-08-19,"20-60",149770.5,476.6
"1086",2020-08-20,"20-60",150963.7,477.6
"1087",2020-08-21,"20-60",152165.1,478.5
"1088",2020-08-22,"20-60",152832.8,479.6
"1089",2020-08-23,"20-60",153240.2,479.6
"1090",2020-08-24,"20-60",154263.2,479.6
"1091",2020-08-25,"20-60",155318.4,479.5
"1092",2020-08-26,"20-60",156479.3,481.5
"1093",2020-08-27,"20-60",157611.7,481.5
"1094",2020-08-28,"20-60",158639.1,481.5
"1095",2020-08-29,"20-60",159246.8,482.6
"1096",2020-08-30,"20-60",159645.4,482.5
"1097",2020-08-31,"20-60",160550.9,482.5
"1098",2020-09-01,"20-60",161554.9,482.5
"1099",2020-09-02,"20-60",162629,482.5
"1100",2020-09-03,"20-60",163724.5,483.6
"1101",2020-09-04,"20-60",164792.1,484.6
"1102",2020-09-05,"20-60",165581.6,485.6
"1103",2020-09-06,"20-60",165975.9,485.5
"1104",2020-09-07,"20-60",166975.3,487.5
"1105",2020-09-08,"20-60",167931.7,489.6
"1106",2020-09-09,"20-60",169179.3,489.6
"1107",2020-09-10,"20-60",170316.2,491.6
"1108",2020-09-11,"20-60",171456.9,491.6
"1109",2020-09-12,"20-60",172322,493.6
"1110",2020-09-13,"20-60",172857.8,493.5
"1111",2020-09-14,"20-60",173951.6,493.5
"1112",2020-09-15,"20-60",175388.2,494.4
"1113",2020-09-16,"20-60",176951,494.5
"1114",2020-09-17,"20-60",178626.6,494.5
"1115",2020-09-18,"20-60",180182.3,494.6
"1116",2020-09-19,"20-60",181150.9,495.4
"1117",2020-09-20,"20-60",181640.2,495.6
"1118",2020-09-21,"20-60",182807.8,497.5
"1119",2020-09-22,"20-60",184114.9,497.5
"1120",2020-09-23,"20-60",185703.4,498.4
"1121",2020-09-24,"20-60",187369.1,500.5
"1122",2020-09-25,"20-60",189010.9,500.6
"1123",2020-09-26,"20-60",190215.6,500.4
"1124",2020-09-27,"20-60",190821.1,501.5
"1125",2020-09-28,"20-60",192107.8,502.5
"1126",2020-09-29,"20-60",193571,503.3
"1127",2020-09-30,"20-60",195500.2,504.4
"1128",2020-10-01,"20-60",197562,506.3
"1129",2020-10-02,"20-60",199576.3,508.5
"1130",2020-10-03,"20-60",201087.2,509.4
"1131",2020-10-04,"20-60",201893.2,510.4
"1132",2020-10-05,"20-60",203592.1,510.4
"1133",2020-10-06,"20-60",206080.7,510.4
"1134",2020-10-07,"20-60",209257.2,516.5
"1135",2020-10-08,"20-60",212528.3,517.5
"1136",2020-10-09,"20-60",216110.1,519.5
"1137",2020-10-10,"20-60",218644.7,520.4
"1138",2020-10-11,"20-60",220195.8,521.4
"1139",2020-10-12,"20-60",223088.5,522.5
"1140",2020-10-13,"20-60",226838,528.4
"1141",2020-10-14,"20-60",231863.7,531.4
"1142",2020-10-15,"20-60",237354.5,539.5
"1143",2020-10-16,"20-60",242876.9,543.4
"1144",2020-10-17,"20-60",246845.4,545.4
"1145",2020-10-18,"20-60",249362.6,547.5
"1146",2020-10-19,"20-60",253810.9,553.5
"1147",2020-10-20,"20-60",260241.3,561.5
"1148",2020-10-21,"20-60",268883.4,567.4
"1149",2020-10-22,"20-60",278478.2,571.3
"1150",2020-10-23,"20-60",288129.5,577.4
"1151",2020-10-24,"20-60",295691.4,581.4
"1152",2020-10-25,"20-60",300706.2,588.2
"1153",2020-10-26,"20-60",308773.9,599.2
"1154",2020-10-27,"20-60",319712.6,615.9
"1155",2020-10-28,"20-60",332790.4,628.9
"1156",2020-10-29,"20-60",346328.9,636.6
"1157",2020-10-30,"20-60",359406.6,646.6
"1158",2020-10-31,"20-60",368688.8,656.6
"1159",2020-11-01,"20-60",375725.9,662.5
"1160",2020-11-02,"20-60",385951,679.1
"1161",2020-11-03,"20-60",399022.6,698.3
"1162",2020-11-04,"20-60",413201.2,710.1
"1163",2020-11-05,"20-60",428004.8,724.2
"1164",2020-11-06,"20-60",442398.5,738
"1165",2020-11-07,"20-60",452797.5,747
"1166",2020-11-08,"20-60",459345.9,749.9
"1167",2020-11-09,"20-60",469861.4,763.9
"1168",2020-11-10,"20-60",482845.3,781.9
"1169",2020-11-11,"20-60",497642.6,790.9
"1170",2020-11-12,"20-60",512864.1,808.8
"1171",2020-11-13,"20-60",526535.7,824.7
"1172",2020-11-14,"20-60",536440.4,841.8
"1173",2020-11-15,"20-60",541941.1,844.8
"1174",2020-11-16,"20-60",551175,858.7
"1175",2020-11-17,"20-60",564258.1,881.8
"1176",2020-11-18,"20-60",579325.9,894.8
"1177",2020-11-19,"20-60",594084.4,918.6
"1178",2020-11-20,"20-60",608113.9,930.7
"1179",2020-11-21,"20-60",617243.9,944.6
"1180",2020-11-22,"20-60",622509.7,954.6
"1181",2020-11-23,"20-60",631664.2,965.7
"1182",2020-11-24,"20-60",643861.8,988.5
"1183",2020-11-25,"20-60",657604.8,1010.2
"1184",2020-11-26,"20-60",671484.9,1033.3
"1185",2020-11-27,"20-60",683368.1,1056.9
"1186",2020-11-28,"20-60",692309,1063.9
"1187",2020-11-29,"20-60",697363.8,1073.9
"1188",2020-11-30,"20-60",705221.2,1091
"1189",2020-12-01,"20-60",716984.1,1109.7
"1190",2020-12-02,"20-60",731258.8,1125.8
"1191",2020-12-03,"20-60",745805.1,1157.8
"1192",2020-12-04,"20-60",759032.9,1187.8
"1193",2020-12-05,"20-60",768472.6,1199.7
"1194",2020-12-06,"20-60",774394.8,1207.7
"1195",2020-12-07,"20-60",784144.1,1222.7
"1196",2020-12-08,"20-60",798199.2,1244.7
"1197",2020-12-09,"20-60",815293.3,1275.7
"1198",2020-12-10,"20-60",832886.7,1307.8
"1199",2020-12-11,"20-60",848963.8,1332.7
"1200",2020-12-12,"20-60",860947.3,1347.6
"1201",2020-12-13,"20-60",868098.6,1358.7
"1202",2020-12-14,"20-60",879222.1,1379.7
"1203",2020-12-15,"20-60",895683.4,1416.5
"1204",2020-12-16,"20-60",914900.4,1449.5
"1205",2020-12-17,"20-60",934130.6,1499.5
"1206",2020-12-18,"20-60",952200.1,1523.4
"1207",2020-12-19,"20-60",965010.2,1542.5
"1208",2020-12-20,"20-60",973142.5,1553.4
"1209",2020-12-21,"20-60",985028.9,1578.3
"1210",2020-12-22,"20-60",1002466.2,1612.2
"1211",2020-12-23,"20-60",1022940.2,1654.2
"1212",2020-12-24,"20-60",1035668.3,1674.2
"1213",2020-12-25,"20-60",1043448.7,1685.2
"1214",2020-12-26,"20-60",1050115.6,1701.2
"1215",2020-12-27,"20-60",1055672.4,1716.2
"1216",2020-12-28,"20-60",1065092.2,1744.1
"1217",2020-12-29,"20-60",1081788.1,1782.1
"1218",2020-12-30,"20-60",1100442.9,1811.9
