"","Date","AgeGroup","Cases","Deaths"
"1745",2022-06-10,"20-60",15924562.3,7684.6
"1746",2022-06-11,"20-60",15938215,7684.6
"1747",2022-06-12,"20-60",15946598.2,7684.6
"1748",2022-06-13,"20-60",16006532,7686.7
"1749",2022-06-14,"20-60",16070958,7691.6
"1750",2022-06-15,"20-60",16127059.9,7695.5
"1751",2022-06-16,"20-60",16152325.1,7696.6
"1752",2022-06-17,"20-60",16205208.3,7698.5
"1753",2022-06-18,"20-60",16220675.3,7702.6
"1754",2022-06-19,"20-60",16229381.5,7704.6
"1755",2022-06-20,"20-60",16299669.6,7710.5
"1756",2022-06-21,"20-60",16383839.1,7712.4
"1757",2022-06-22,"20-60",16460653,7712.4
"1758",2022-06-23,"20-60",16529609.1,7714.7
"1759",2022-06-24,"20-60",16587962.2,7718.6
"1760",2022-06-25,"20-60",16605607.2,7719.6
"1761",2022-06-26,"20-60",16615128,7719.6
"1762",2022-06-27,"20-60",16691890.2,7721.6
"1763",2022-06-28,"20-60",16783334.2,7725.6
"1764",2022-06-29,"20-60",16866865.7,7725.6
"1765",2022-06-30,"20-60",16940963.2,7729.6
"1766",2022-07-01,"20-60",17004289.7,7731.6
"1767",2022-07-02,"20-60",17019935.8,7731.6
"1768",2022-07-03,"20-60",17028727.5,7731.6
"1769",2022-07-04,"20-60",17107359.7,7737.5
"1770",2022-07-05,"20-60",17197794.7,7742.6
"1771",2022-07-06,"20-60",17282249.9,7752.7
"1772",2022-07-07,"20-60",17356583.5,7755.6
"1773",2022-07-08,"20-60",17420369.5,7759.6
"1774",2022-07-09,"20-60",17435726.2,7761.7
"1775",2022-07-10,"20-60",17444867.3,7762.5
"1776",2022-07-11,"20-60",17530164.1,7765.6
"1777",2022-07-12,"20-60",17625751.8,7771.7
"1778",2022-07-13,"20-60",17715333.5,7774.8
"1779",2022-07-14,"20-60",17792978.7,7775.8
"1780",2022-07-15,"20-60",17864202.8,7779.7
"1781",2022-07-16,"20-60",17880459.5,7779.7
"1782",2022-07-17,"20-60",17888925.3,7780.7
"1783",2022-07-18,"20-60",17975932.1,7786.6
"1784",2022-07-19,"20-60",18070612.1,7793.1
"1785",2022-07-20,"20-60",18151570.8,7795.7
"1786",2022-07-21,"20-60",18220471.1,7800.7
"1787",2022-07-22,"20-60",18279387.8,7803.7
"1788",2022-07-23,"20-60",18293654.9,7803.7
"1789",2022-07-24,"20-60",18301320,7804.7
"1790",2022-07-25,"20-60",18379905.3,7807.6
"1791",2022-07-26,"20-60",18459286.8,7808.7
"1792",2022-07-27,"20-60",18523774.5,7812.6
"1793",2022-07-28,"20-60",18574454.3,7813.7
"1794",2022-07-29,"20-60",18615848.6,7814.6
"1795",2022-07-30,"20-60",18626113.3,7814.6
"1796",2022-07-31,"20-60",18631316.4,7814.6
"1797",2022-08-01,"20-60",18686986.4,7816.6
"1798",2022-08-02,"20-60",18744376.2,7819.5
"1799",2022-08-03,"20-60",18790768.6,7822.6
"1800",2022-08-04,"20-60",18828325.2,7822.6
"1801",2022-08-05,"20-60",18860221.8,7822.6
"1802",2022-08-06,"20-60",18868870.5,7822.6
"1803",2022-08-07,"20-60",18873330.7,7822.6
"1804",2022-08-08,"20-60",18916091.4,7823.5
"1805",2022-08-09,"20-60",18960089.5,7825.4
"1806",2022-08-10,"20-60",18986881.5,7825.5
"1807",2020-02-20,"60-100",4,1
"1808",2020-02-21,"60-100",4,1
"1809",2020-02-22,"60-100",4,1
"1810",2020-02-23,"60-100",4,1
"1811",2020-02-24,"60-100",4,1
"1812",2020-02-25,"60-100",4,1
"1813",2020-02-26,"60-100",4,1
"1814",2020-02-27,"60-100",7.9,1
"1815",2020-02-28,"60-100",15,1
"1816",2020-02-29,"60-100",16,1
"1817",2020-03-01,"60-100",20,1
"1818",2020-03-02,"60-100",30,1
"1819",2020-03-03,"60-100",46,1
"1820",2020-03-04,"60-100",65,3
"1821",2020-03-05,"60-100",83,4
"1822",2020-03-06,"60-100",122,7.9
"1823",2020-03-07,"60-100",153,11.9
"1824",2020-03-08,"60-100",163,12
"1825",2020-03-09,"60-100",214,19
"1826",2020-03-10,"60-100",328,23.1
"1827",2020-03-11,"60-100",478.9,32
"1828",2020-03-12,"60-100",636,41
"1829",2020-03-13,"60-100",877.2,55
"1830",2020-03-14,"60-100",1062.1,74
"1831",2020-03-15,"60-100",1223.3,86.9
"1832",2020-03-16,"60-100",1588.3,120
"1833",2020-03-17,"60-100",2105.3,161.9
"1834",2020-03-18,"60-100",2751.5,220
"1835",2020-03-19,"60-100",3532.7,278
"1836",2020-03-20,"60-100",4369.8,367
"1837",2020-03-21,"60-100",5150.8,457.1
"1838",2020-03-22,"60-100",5693.5,529
"1839",2020-03-23,"60-100",6610.4,648
"1840",2020-03-24,"60-100",7846.9,808.1
"1841",2020-03-25,"60-100",9267.9,1001
"1842",2020-03-26,"60-100",10874.5,1246.9
"1843",2020-03-27,"60-100",12647.7,1497
"1844",2020-03-28,"60-100",14117,1731
"1845",2020-03-29,"60-100",15036,1890
"1846",2020-03-30,"60-100",16372.4,2137.9
"1847",2020-03-31,"60-100",18357.5,2504
"1848",2020-04-01,"60-100",20465.7,2870.1
"1849",2020-04-02,"60-100",22707,3273
"1850",2020-04-03,"60-100",24907.4,3658
"1851",2020-04-04,"60-100",26396.4,3895
"1852",2020-04-05,"60-100",27294.5,4072
"1853",2020-04-06,"60-100",28638.6,4350.1
"1854",2020-04-07,"60-100",30386,4669.9
"1855",2020-04-08,"60-100",32223.5,4994
"1856",2020-04-09,"60-100",33925.6,5302.9
"1857",2020-04-10,"60-100",35130.9,5505.9
"1858",2020-04-11,"60-100",36166.8,5702
"1859",2020-04-12,"60-100",36936,5868.9
"1860",2020-04-13,"60-100",37633,6026.9
"1861",2020-04-14,"60-100",38578,6237
"1862",2020-04-15,"60-100",39798.7,6462
"1863",2020-04-16,"60-100",40864,6646.1
"1864",2020-04-17,"60-100",41850.6,6811.1
"1865",2020-04-18,"60-100",42576.5,6925
"1866",2020-04-19,"60-100",43115.7,7041
"1867",2020-04-20,"60-100",43762,7186
"1868",2020-04-21,"60-100",44521.3,7319.1
"1869",2020-04-22,"60-100",45334,7442
"1870",2020-04-23,"60-100",46082.2,7557
"1871",2020-04-24,"60-100",46689.3,7638.1
"1872",2020-04-25,"60-100",47139.2,7713
"1873",2020-04-26,"60-100",47378.3,7742
"1874",2020-04-27,"60-100",47746.3,7813
"1875",2020-04-28,"60-100",48212.3,7893
"1876",2020-04-29,"60-100",48674.3,7949
"1877",2020-04-30,"60-100",49150.3,8017
"1878",2020-05-01,"60-100",49473.3,8063
"1879",2020-05-02,"60-100",49652.3,8096
"1880",2020-05-03,"60-100",49735.4,8111.9
"1881",2020-05-04,"60-100",49953.3,8151
"1882",2020-05-05,"60-100",50266.3,8194
"1883",2020-05-06,"60-100",50634.2,8233
"1884",2020-05-07,"60-100",50974.3,8281
"1885",2020-05-08,"60-100",51244.2,8326
"1886",2020-05-09,"60-100",51435.3,8345
"1887",2020-05-10,"60-100",51524.2,8359
"1888",2020-05-11,"60-100",51691.2,8383.9
"1889",2020-05-12,"60-100",51933.2,8416
"1890",2020-05-13,"60-100",52186.2,8442
"1891",2020-05-14,"60-100",52412.2,8462
"1892",2020-05-15,"60-100",52613.3,8492
"1893",2020-05-16,"60-100",52731.2,8511
"1894",2020-05-17,"60-100",52780.6,8518
"1895",2020-05-18,"60-100",52889.5,8540.9
"1896",2020-05-19,"60-100",53082.6,8564.1
"1897",2020-05-20,"60-100",53279.6,8586.1
"1898",2020-05-21,"60-100",53374.6,8592
"1899",2020-05-22,"60-100",53501.7,8606.1
"1900",2020-05-23,"60-100",53603.7,8617
"1901",2020-05-24,"60-100",53660.8,8622
"1902",2020-05-25,"60-100",53768.9,8634.9
"1903",2020-05-26,"60-100",53904.8,8648
"1904",2020-05-27,"60-100",54049.8,8659
"1905",2020-05-28,"60-100",54175.7,8668
"1906",2020-05-29,"60-100",54277,8676
"1907",2020-05-30,"60-100",54332,8680
"1908",2020-05-31,"60-100",54369.1,8683
"1909",2020-06-01,"60-100",54410.1,8688
"1910",2020-06-02,"60-100",54478.2,8695.9
"1911",2020-06-03,"60-100",54557.1,8705
"1912",2020-06-04,"60-100",54634,8711
"1913",2020-06-05,"60-100",54719,8715.1
"1914",2020-06-06,"60-100",54773,8719
"1915",2020-06-07,"60-100",54809,8723
"1916",2020-06-08,"60-100",54854,8725
"1917",2020-06-09,"60-100",54925,8726.1
"1918",2020-06-10,"60-100",55006.9,8734
"1919",2020-06-11,"60-100",55056.9,8735
"1920",2020-06-12,"60-100",55127.9,8746
"1921",2020-06-13,"60-100",55161.9,8747
"1922",2020-06-14,"60-100",55196,8752.9
"1923",2020-06-15,"60-100",55241.8,8756.1
"1924",2020-06-16,"60-100",55311.9,8765
"1925",2020-06-17,"60-100",55410.9,8770
"1926",2020-06-18,"60-100",55488.9,8772
"1927",2020-06-19,"60-100",55574.9,8779
"1928",2020-06-20,"60-100",55630.7,8783
"1929",2020-06-21,"60-100",55654.7,8785.9
"1930",2020-06-22,"60-100",55700,8787.1
"1931",2020-06-23,"60-100",55773.3,8790.9
"1932",2020-06-24,"60-100",55835.3,8793
"1933",2020-06-25,"60-100",55918.5,8798
"1934",2020-06-26,"60-100",55986.5,8803
"1935",2020-06-27,"60-100",56023.6,8804
"1936",2020-06-28,"60-100",56036.8,8804
"1937",2020-06-29,"60-100",56093.8,8806.9
"1938",2020-06-30,"60-100",56163.7,8808
"1939",2020-07-01,"60-100",56227.7,8811
"1940",2020-07-02,"60-100",56278.7,8815
"1941",2020-07-03,"60-100",56326.7,8819.9
"1942",2020-07-04,"60-100",56375.7,8822.1
"1943",2020-07-05,"60-100",56389.7,8826
"1944",2020-07-06,"60-100",56427.1,8830
"1945",2020-07-07,"60-100",56481.3,8833
"1946",2020-07-08,"60-100",56548.2,8839
"1947",2020-07-09,"60-100",56604.2,8844
"1948",2020-07-10,"60-100",56653.6,8846
"1949",2020-07-11,"60-100",56696.5,8846
"1950",2020-07-12,"60-100",56714.5,8847
"1951",2020-07-13,"60-100",56753.5,8852.1
"1952",2020-07-14,"60-100",56802.4,8853
"1953",2020-07-15,"60-100",56876.4,8858
"1954",2020-07-16,"60-100",56952.4,8865
"1955",2020-07-17,"60-100",57010.7,8871
"1956",2020-07-18,"60-100",57064.6,8871
"1957",2020-07-19,"60-100",57090.7,8875
"1958",2020-07-20,"60-100",57141.6,8878
"1959",2020-07-21,"60-100",57215.6,8881.9
"1960",2020-07-22,"60-100",57294.6,8891
"1961",2020-07-23,"60-100",57381.6,8894
"1962",2020-07-24,"60-100",57464.6,8902.9
"1963",2020-07-25,"60-100",57529.9,8906
"1964",2020-07-26,"60-100",57550.7,8906
"1965",2020-07-27,"60-100",57620.7,8912.1
"1966",2020-07-28,"60-100",57713.3,8915.9
"1967",2020-07-29,"60-100",57818.6,8920.1
"1968",2020-07-30,"60-100",57911.6,8925
"1969",2020-07-31,"60-100",58023.4,8936
"1970",2020-08-01,"60-100",58075.7,8937
"1971",2020-08-02,"60-100",58119.6,8938
"1972",2020-08-03,"60-100",58208.8,8945
"1973",2020-08-04,"60-100",58328.6,8951
"1974",2020-08-05,"60-100",58434.7,8954
"1975",2020-08-06,"60-100",58562.9,8960.9
"1976",2020-08-07,"60-100",58642.6,8965.1
"1977",2020-08-08,"60-100",58709.6,8967
"1978",2020-08-09,"60-100",58732.9,8968.9
"1979",2020-08-10,"60-100",58823.4,8971
"1980",2020-08-11,"60-100",58913.5,8973
"1981",2020-08-12,"60-100",59041.4,8982
"1982",2020-08-13,"60-100",59135.5,8984
"1983",2020-08-14,"60-100",59242.5,8990
"1984",2020-08-15,"60-100",59315.9,8993.1
"1985",2020-08-16,"60-100",59351,8998.1
"1986",2020-08-17,"60-100",59446.1,9004
"1987",2020-08-18,"60-100",59548,9012.9
"1988",2020-08-19,"60-100",59657.9,9014
"1989",2020-08-20,"60-100",59773.7,9020
"1990",2020-08-21,"60-100",59876.7,9022
"1991",2020-08-22,"60-100",59945.7,9023
"1992",2020-08-23,"60-100",59978.6,9023
"1993",2020-08-24,"60-100",60073.8,9027.9
"1994",2020-08-25,"60-100",60206.7,9030
"1995",2020-08-26,"60-100",60316.6,9030
"1996",2020-08-27,"60-100",60436,9031.1
"1997",2020-08-28,"60-100",60534.2,9034
"1998",2020-08-29,"60-100",60590.1,9034.9
"1999",2020-08-30,"60-100",60626.1,9038
"2000",2020-08-31,"60-100",60705.3,9042
"2001",2020-09-01,"60-100",60804.2,9045
"2002",2020-09-02,"60-100",60906.1,9047.9
"2003",2020-09-03,"60-100",61036,9054
"2004",2020-09-04,"60-100",61145,9060
"2005",2020-09-05,"60-100",61244.9,9065.9
"2006",2020-09-06,"60-100",61291.9,9070
"2007",2020-09-07,"60-100",61423,9074
"2008",2020-09-08,"60-100",61596.2,9091
"2009",2020-09-09,"60-100",61788.7,9100
"2010",2020-09-10,"60-100",61958.6,9104
"2011",2020-09-11,"60-100",62170.5,9116
"2012",2020-09-12,"60-100",62324.6,9122
"2013",2020-09-13,"60-100",62417.6,9130
"2014",2020-09-14,"60-100",62579.8,9135
"2015",2020-09-15,"60-100",62867.7,9150
"2016",2020-09-16,"60-100",63144.9,9165
"2017",2020-09-17,"60-100",63443.8,9174
"2018",2020-09-18,"60-100",63720.2,9189.1
"2019",2020-09-19,"60-100",63917.1,9200
"2020",2020-09-20,"60-100",64007.2,9209.9
"2021",2020-09-21,"60-100",64237.7,9226
"2022",2020-09-22,"60-100",64479.4,9241
"2023",2020-09-23,"60-100",64796.8,9251.1
"2024",2020-09-24,"60-100",65129.1,9267
"2025",2020-09-25,"60-100",65403.1,9282.1
"2026",2020-09-26,"60-100",65670.2,9308
"2027",2020-09-27,"60-100",65785.3,9314
"2028",2020-09-28,"60-100",66062.2,9332.1
"2029",2020-09-29,"60-100",66390.9,9345.9
"2030",2020-09-30,"60-100",66765.8,9361
"2031",2020-10-01,"60-100",67178.3,9385
"2032",2020-10-02,"60-100",67658.5,9408
"2033",2020-10-03,"60-100",68020.4,9419
"2034",2020-10-04,"60-100",68178.9,9427
"2035",2020-10-05,"60-100",68572.9,9461.1
"2036",2020-10-06,"60-100",69103.7,9488
"2037",2020-10-07,"60-100",69801.8,9516
"2038",2020-10-08,"60-100",70517.7,9557
"2039",2020-10-09,"60-100",71281.7,9599
"2040",2020-10-10,"60-100",71829,9637
"2041",2020-10-11,"60-100",72191,9660.9
"2042",2020-10-12,"60-100",72889.2,9718.9
"2043",2020-10-13,"60-100",73762.7,9770
"2044",2020-10-14,"60-100",74984.6,9830.1
"2045",2020-10-15,"60-100",76297.8,9903
"2046",2020-10-16,"60-100",77703.5,9990
"2047",2020-10-17,"60-100",78685.2,10048.1
"2048",2020-10-18,"60-100",79306.6,10099.9
"2049",2020-10-19,"60-100",80404.5,10181
"2050",2020-10-20,"60-100",82188.7,10303
"2051",2020-10-21,"60-100",84349,10440
"2052",2020-10-22,"60-100",86917.7,10642
"2053",2020-10-23,"60-100",89453.2,10835
"2054",2020-10-24,"60-100",91411,10954
"2055",2020-10-25,"60-100",92866.5,11071
"2056",2020-10-26,"60-100",95248.3,11300
"2057",2020-10-27,"60-100",98287.3,11522
"2058",2020-10-28,"60-100",101924.8,11757
"2059",2020-10-29,"60-100",105642.4,12018
"2060",2020-10-30,"60-100",109234.4,12269
"2061",2020-10-31,"60-100",112024.6,12452.9
"2062",2020-11-01,"60-100",114033.4,12616
"2063",2020-11-02,"60-100",117017.4,12876
"2064",2020-11-03,"60-100",120764.3,13188
"2065",2020-11-04,"60-100",125078.5,13491.9
"2066",2020-11-05,"60-100",129513.3,13816.9
"2067",2020-11-06,"60-100",133660.1,14054.9
"2068",2020-11-07,"60-100",136778.1,14265
"2069",2020-11-08,"60-100",138866.7,14427
"2070",2020-11-09,"60-100",141983.6,14736
"2071",2020-11-10,"60-100",145912,15063.9
"2072",2020-11-11,"60-100",150601.7,15474
"2073",2020-11-12,"60-100",155411.6,15886.9
"2074",2020-11-13,"60-100",159918,16287
"2075",2020-11-14,"60-100",163412,16641.9
"2076",2020-11-15,"60-100",165371,16862.9
"2077",2020-11-16,"60-100",168727.2,17298
"2078",2020-11-17,"60-100",173336.8,17787
"2079",2020-11-18,"60-100",178462.9,18304.9
"2080",2020-11-19,"60-100",183898.4,18845.8
"2081",2020-11-20,"60-100",188846.6,19365.9
"2082",2020-11-21,"60-100",192194.4,19695.9
"2083",2020-11-22,"60-100",194394.2,19970.9
"2084",2020-11-23,"60-100",197975.2,20431.9
"2085",2020-11-24,"60-100",202441.1,20917.9
"2086",2020-11-25,"60-100",207512.5,21486
"2087",2020-11-26,"60-100",213289.6,22119.9
"2088",2020-11-27,"60-100",218567.7,22720.9
"2089",2020-11-28,"60-100",222255.2,23118.9
"2090",2020-11-29,"60-100",224593.1,23434.9
"2091",2020-11-30,"60-100",228188,23955.1
"2092",2020-12-01,"60-100",233075.5,24593
"2093",2020-12-02,"60-100",238826.2,25315
"2094",2020-12-03,"60-100",245409.7,26134
"2095",2020-12-04,"60-100",251336.2,26915.9
"2096",2020-12-05,"60-100",255303.9,27417
"2097",2020-12-06,"60-100",258062.8,27769.9
"2098",2020-12-07,"60-100",262616.7,28450.8
"2099",2020-12-08,"60-100",268668.6,29291.9
"2100",2020-12-09,"60-100",275662.2,30110.9
"2101",2020-12-10,"60-100",283374.6,31156.9
"2102",2020-12-11,"60-100",290833,32109.9
"2103",2020-12-12,"60-100",296764,32863.9
"2104",2020-12-13,"60-100",300449.1,33371.9
"2105",2020-12-14,"60-100",305933.4,34178.9
"2106",2020-12-15,"60-100",313218.9,35157
"2107",2020-12-16,"60-100",321745.7,36194
"2108",2020-12-17,"60-100",330940.8,37310.9
"2109",2020-12-18,"60-100",339424.4,38336.9
"2110",2020-12-19,"60-100",345900.7,39092.8
"2111",2020-12-20,"60-100",350111.4,39625.8
"2112",2020-12-21,"60-100",356417.5,40526
"2113",2020-12-22,"60-100",365203.8,41691
"2114",2020-12-23,"60-100",375455.6,42901.9
"2115",2020-12-24,"60-100",381709.2,43592.9
"2116",2020-12-25,"60-100",385744.2,44090.8
"2117",2020-12-26,"60-100",389566.8,44652.8
"2118",2020-12-27,"60-100",392893.1,45167
"2119",2020-12-28,"60-100",398009.4,46034
"2120",2020-12-29,"60-100",406717.3,47245
"2121",2020-12-30,"60-100",416656.9,48510
"2122",2020-12-31,"60-100",422744.3,49268
"2123",2021-01-01,"60-100",425949.7,49673
"2124",2021-01-02,"60-100",429459.2,50246
"2125",2021-01-03,"60-100",432331.6,50729
"2126",2021-01-04,"60-100",436806.3,51483.9
"2127",2021-01-05,"60-100",444790.3,52501.9
"2128",2021-01-06,"60-100",452995.7,53384.9
"2129",2021-01-07,"60-100",461058.3,54386.9
"2130",2021-01-08,"60-100",468866.8,55289
"2131",2021-01-09,"60-100",473914.2,55872.9
"2132",2021-01-10,"60-100",476551.4,56290.9
"2133",2021-01-11,"60-100",480804.4,56854.9
"2134",2021-01-12,"60-100",487594.1,57729
"2135",2021-01-13,"60-100",494816.9,58675.9
"2136",2021-01-14,"60-100",501506.3,59605.9
"2137",2021-01-15,"60-100",507328.7,60412.8
"2138",2021-01-16,"60-100",511539.8,60938.9
"2139",2021-01-17,"60-100",513753,61252
"2140",2021-01-18,"60-100",516852,61778.9
"2141",2021-01-19,"60-100",522595.9,62526.8
"2142",2021-01-20,"60-100",528517.8,63283.9
"2143",2021-01-21,"60-100",533915.4,63981.9
"2144",2021-01-22,"60-100",538614.9,64586.9
"2145",2021-01-23,"60-100",542256.8,65018.9
"2146",2021-01-24,"60-100",543796.2,65225.9
"2147",2021-01-25,"60-100",546157.7,65642.9
"2148",2021-01-26,"60-100",550795.2,66210.7
"2149",2021-01-27,"60-100",555699.4,66806.8
"2150",2021-01-28,"60-100",559796.8,67270.8
"2151",2021-01-29,"60-100",563665.1,67736.9
"2152",2021-01-30,"60-100",566508.9,68029.9
"2153",2021-01-31,"60-100",567738.2,68214.8
"2154",2021-02-01,"60-100",569678.3,68518.9
"2155",2021-02-02,"60-100",573118.6,68901.9
"2156",2021-02-03,"60-100",576959.5,69326.9
"2157",2021-02-04,"60-100",580341.2,69750
"2158",2021-02-05,"60-100",583257.5,70050.9
"2159",2021-02-06,"60-100",585568.9,70286.8
"2160",2021-02-07,"60-100",586396.9,70386.8
"2161",2021-02-08,"60-100",587716.5,70619.7
"2162",2021-02-09,"60-100",590090.9,70911.9
"2163",2021-02-10,"60-100",592876.7,71200.9
"2164",2021-02-11,"60-100",595367.6,71494.9
"2165",2021-02-12,"60-100",597603.9,71731.8
"2166",2021-02-13,"60-100",599068.3,71884.9
"2167",2021-02-14,"60-100",600007.4,71987.9
"2168",2021-02-15,"60-100",601285.8,72170.9
"2169",2021-02-16,"60-100",603673.5,72452.9
"2170",2021-02-17,"60-100",606226.6,72714.7
"2171",2021-02-18,"60-100",608489,72944.9
"2172",2021-02-19,"60-100",610542.8,73154.9
"2173",2021-02-20,"60-100",612363,73305.8
"2174",2021-02-21,"60-100",613123.1,73397.8
"2175",2021-02-22,"60-100",614285.8,73571.9
"2176",2021-02-23,"60-100",616639.6,73779.9
"2177",2021-02-24,"60-100",619245.7,73993.8
"2178",2021-02-25,"60-100",621446.8,74183.8
"2179",2021-02-26,"60-100",623491.5,74353.7
"2180",2021-02-27,"60-100",625097.9,74481.8
"2181",2021-02-28,"60-100",625783,74548.8
"2182",2021-03-01,"60-100",626876.5,74703.8
"2183",2021-03-02,"60-100",629088,74881.8
"2184",2021-03-03,"60-100",631346.8,75041.7
"2185",2021-03-04,"60-100",633330,75198.9
"2186",2021-03-05,"60-100",635130.3,75325.9
"2187",2021-03-06,"60-100",636611.4,75443.9
"2188",2021-03-07,"60-100",637244.9,75520.8
"2189",2021-03-08,"60-100",638267,75644.8
"2190",2021-03-09,"60-100",640427.9,75809.9
"2191",2021-03-10,"60-100",642943.3,75990.8
"2192",2021-03-11,"60-100",645306.2,76172.9
"2193",2021-03-12,"60-100",647484.1,76326.8
"2194",2021-03-13,"60-100",649304.9,76440.8
"2195",2021-03-14,"60-100",650088.9,76508.9
"2196",2021-03-15,"60-100",651384.4,76645.8
"2197",2021-03-16,"60-100",654188.8,76848.9
"2198",2021-03-17,"60-100",657307.9,77041.8
"2199",2021-03-18,"60-100",660172.9,77256.9
"2200",2021-03-19,"60-100",662969.4,77431.8
"2201",2021-03-20,"60-100",665314.7,77563.9
"2202",2021-03-21,"60-100",666408.1,77662.9
"2203",2021-03-22,"60-100",667963.5,77812.9
"2204",2021-03-23,"60-100",671394.9,78053.8
"2205",2021-03-24,"60-100",675103.9,78289.9
"2206",2021-03-25,"60-100",678759.2,78517.8
"2207",2021-03-26,"60-100",682054.2,78752.8
"2208",2021-03-27,"60-100",684714.8,78928.8
"2209",2021-03-28,"60-100",686008.7,79027.8
"2210",2021-03-29,"60-100",687991.8,79242.9
"2211",2021-03-30,"60-100",691567.6,79506.8
"2212",2021-03-31,"60-100",695708.6,79774.9
"2213",2021-04-01,"60-100",699413.1,80001.8
"2214",2021-04-02,"60-100",702081,80182.8
"2215",2021-04-03,"60-100",703967.4,80343.8
"2216",2021-04-04,"60-100",705166.5,80458.8
"2217",2021-04-05,"60-100",706496.2,80610.9
"2218",2021-04-06,"60-100",708658.8,80848.8
"2219",2021-04-07,"60-100",712771.9,81103.8
"2220",2021-04-08,"60-100",717236.4,81353.9
"2221",2021-04-09,"60-100",721228.7,81574.9
"2222",2021-04-10,"60-100",724194.7,81766.8
"2223",2021-04-11,"60-100",725602.1,81866.8
"2224",2021-04-12,"60-100",727728,82037.8
"2225",2021-04-13,"60-100",732149.1,82303.8
"2226",2021-04-14,"60-100",736747,82586.8
"2227",2021-04-15,"60-100",740698.2,82820.9
"2228",2021-04-16,"60-100",744358.2,83018.8
"2229",2021-04-17,"60-100",747185.1,83184.9
"2230",2021-04-18,"60-100",748645.4,83304.9
"2231",2021-04-19,"60-100",750774.7,83501.8
"2232",2021-04-20,"60-100",755010.8,83770.9
"2233",2021-04-21,"60-100",759447.9,84016.8
"2234",2021-04-22,"60-100",763239.8,84248.7
"2235",2021-04-23,"60-100",766774.5,84461.7
"2236",2021-04-24,"60-100",769581.7,84625.8
"2237",2021-04-25,"60-100",770880.1,84713.8
"2238",2021-04-26,"60-100",772850.7,84904.7
"2239",2021-04-27,"60-100",776626.4,85114.7
"2240",2021-04-28,"60-100",780359.1,85327.8
"2241",2021-04-29,"60-100",783592.5,85507.6
"2242",2021-04-30,"60-100",786551.5,85669.8
"2243",2021-05-01,"60-100",788875.5,85782.8
"2244",2021-05-02,"60-100",789862.5,85865.7
"2245",2021-05-03,"60-100",791372.1,85990.8
"2246",2021-05-04,"60-100",794656.3,86174.8
"2247",2021-05-05,"60-100",797815.8,86341.7
"2248",2021-05-06,"60-100",800450.1,86477.8
"2249",2021-05-07,"60-100",802827.5,86621.8
"2250",2021-05-08,"60-100",804610.8,86703.8
"2251",2021-05-09,"60-100",805406.9,86765.8
"2252",2021-05-10,"60-100",806589,86852.7
"2253",2021-05-11,"60-100",809055,86975.8
"2254",2021-05-12,"60-100",811581.7,87096.7
"2255",2021-05-13,"60-100",813041.8,87160.8
"2256",2021-05-14,"60-100",814117.2,87242.7
"2257",2021-05-15,"60-100",815482.7,87315.8
"2258",2021-05-16,"60-100",816146,87359.7
"2259",2021-05-17,"60-100",816979.1,87432.8
"2260",2021-05-18,"60-100",818720,87511.9
"2261",2021-05-19,"60-100",820404.7,87583.8
"2262",2021-05-20,"60-100",821611.7,87642.9
"2263",2021-05-21,"60-100",822618.8,87704.8
"2264",2021-05-22,"60-100",823401.8,87742.9
"2265",2021-05-23,"60-100",823673.6,87761.7
"2266",2021-05-24,"60-100",823927.8,87782.7
"2267",2021-05-25,"60-100",824422.8,87831.7
"2268",2021-05-26,"60-100",825359.7,87886.9
"2269",2021-05-27,"60-100",826254.7,87928.7
"2270",2021-05-28,"60-100",826881.5,87963.8
"2271",2021-05-29,"60-100",827360.6,87987.8
"2272",2021-05-30,"60-100",827557.7,88002.7
"2273",2021-05-31,"60-100",827872.7,88020.7
"2274",2021-06-01,"60-100",828455.8,88041.7
"2275",2021-06-02,"60-100",828990.1,88069.8
"2276",2021-06-03,"60-100",829360.2,88085.7
"2277",2021-06-04,"60-100",829650.2,88099.8
"2278",2021-06-05,"60-100",829932.2,88114.7
"2279",2021-06-06,"60-100",830091.3,88120.7
"2280",2021-06-07,"60-100",830305.1,88132.7
"2281",2021-06-08,"60-100",830702.3,88142.8
"2282",2021-06-09,"60-100",831006.5,88150.8
"2283",2021-06-10,"60-100",831250.5,88157.8
"2284",2021-06-11,"60-100",831449.4,88165.8
"2285",2021-06-12,"60-100",831587.5,88168.7
"2286",2021-06-13,"60-100",831651.3,88173.8
"2287",2021-06-14,"60-100",831746.2,88184.8
"2288",2021-06-15,"60-100",831919.3,88191.9
"2289",2021-06-16,"60-100",832091.2,88199.8
"2290",2021-06-17,"60-100",832222.4,88205.8
"2291",2021-06-18,"60-100",832311.4,88208.7
"2292",2021-06-19,"60-100",832379.4,88208.7
"2293",2021-06-20,"60-100",832397.4,88210.8
"2294",2021-06-21,"60-100",832456.3,88215.8
"2295",2021-06-22,"60-100",832571.2,88223.8
"2296",2021-06-23,"60-100",832650.1,88226.9
"2297",2021-06-24,"60-100",832731.2,88229.7
"2298",2021-06-25,"60-100",832810.3,88234.8
"2299",2021-06-26,"60-100",832847.3,88234.8
"2300",2021-06-27,"60-100",832870.3,88236.8
"2301",2021-06-28,"60-100",832924.3,88240.7
"2302",2021-06-29,"60-100",833018.1,88246.8
"2303",2021-06-30,"60-100",833094.2,88247.7
"2304",2021-07-01,"60-100",833152,88251.7
